bertopic,author,platform,url,content,newPostID
44,jerrynews,instagram,https://www.instagram.com/p/CUOF97YJYEh/,"Students at Amherst College are protesting the school’s Covid-19 protocol which may be the strictest in the U.S.
___
Amherst requires that all students faculty and staff be fully vaccinated wear either two masks or a KN95 mask while indoors and be tested twice weekly.
___
According to the school’s website students are not permitted to leave the county and must get university approval for essential travel. While off campus students are asked not to eat or drink indoors at restaurants bars or cafes.
___
In recent weeks more than 400 of the school’s approximately 1850 students signed an open letter calling for the administration to ease the restrictions.",instagram_1181731|2670097874953797921
1,who,instagram,https://www.instagram.com/p/COp_GG2jl3k/,"Before the first delivery of #COVID19 vaccines through COVAX on March 30th Trinidad and Tobago 🇹🇹 used simulation exercises to prepare their health workforce for the roll-out. COVID-19 vaccine simulations test plans and procedures in a safe and controlled environment letting health workers practice their roles at every stage. ⁣
⁣
COVAX the vaccines pillar of the Access to COVID-19 Tools (ACT) Accelerator is co-led by the WHO CEPI and @gavialliance – working in partnership with developed and developing country vaccine manufacturers @UNICEF @opspaho Revolving Fund @worldbank and others.⁣⁣⁣
⁣⁣
Let’s #ACTogether for #VaccinEquity⁣⁣⁣
⁣
Photos: © WHO/ Kibwe Brathwaite",instagram_217451|2569862558996389348
59,jerrynews,instagram,https://www.instagram.com/p/CbbYSbItYm4/,"Hillary Clinton announced Tuesday that she had tested positive for Covid-19 and is experiencing mild symptoms.

“I’m more grateful than ever for the protection vaccines can provide against serious illness. Please get vaccinated and boosted if you haven’t already!” Clinton said.
___
🤝Thank you to our title sponsor @miso.robotics for supporting Jerry News",instagram_1181731|2799938412544887224
34,jerrynews,instagram,https://www.instagram.com/p/CYAUyewJScj/,"On Monday the CDC announced that people who have tested positive for Covid-19 should quarantine for five days as opposed to the 10 days of isolation the agency previously recommended.
___
This applies to patients who are asymptomatic after a five-day period. CDC officials say those who leave quarantine after five days should continue to wear a face covering for the next five days.",instagram_1181731|2738280003365316387
1,FOX 5 Atlanta,facebook,https://www.facebook.com/43279570822/posts/10158458859265823,Breakthrough infections in fully vaccinated people are rare but they can happen. Jim Issa a 50-year-old commercial director in Atlanta got vaccinated in April with the Pfizer two-dose vaccine. He was stunned when he and several vaccinated friends tested positive for the virus after a July Fourth getaway weekend at a lake house.,facebook_23820|10158458859265823
4,CDC,facebook,https://www.facebook.com/100064543430012/posts/312775804217198,🌿🌼 Both seasonal allergies and COVID-19 can cause cough fatigue and headache but symptoms like fever and chills are more common with COVID-19. Use this chart to learn more about similarities and differences between allergies and COVID-19. If you have symptoms talk to your healthcare provider. You may need a COVID-19 test to confirm your diagnosis. For more information visit: http://bit.ly/3qEzjRD.,facebook_9924|312775804217198
57,npr,instagram,https://www.instagram.com/p/Co0plJRL2Yu/,"The statistics are sobering. In the past year nearly 1 in 3 teen girls reports seriously considering suicide. One in 5 teens identifying as LGBTQ+ say they attempted suicide in that time. Between 2009 and 2019 depression rates doubled for all teens. And that was before the COVID-19 pandemic. The question is: Why now?⁠
⁠
""Our brains our bodies and our society have been evolving together to shape human development for millennia... Within the last twenty years the advent of portable technology and social media platforms is changing what took 60000 years to evolve"" Mitch Prinstein the chief science officer at the American Psychological Association (APA) told the Senate Judiciary Committee this week. ""We are just beginning to understand how this may impact youth development.""⁠
⁠
Prinstein's 22-page testimony along with dozens of useful footnotes offers some much-needed clarity about the role social media may play in contributing to this teen mental health crisis. ⁠
⁠
Tap the link in our bio for 10 useful takeaways.⁠
⁠
(Image: @tracyjleeart • Tracy J. Lee for NPR",instagram_55725|3041238520861517358
58,ABC News,facebook,https://www.facebook.com/86680728811/posts/10161189442993812,JUST IN: Nearly 72000 children in the U.S. tested positive for COVID-19 last week—a massive jump from the approximately 39000 cases among kids one week earlier. https://abcn.ws/37g1Kyn,facebook_13878|10161189442993812
48,atlscoop,instagram,https://www.instagram.com/p/CXtmCnOL5x3/,"Some restaurants in metro Atlanta are temporarily closed after employees have tested positive for COVID-19.

Temporary closures include:
@8armatl 
@juniper_cafe 
@grindhouseburgers (Decatur)
@bread_and_butterfly 
@supremoguey 
@b_side_decatur 

This post will be updated with any additional closures.

Edit/update— additional closures:
@flatiron_atl
@amanoatl
@banshee_eav
@kimballhouse
@spillerpark",instagram_13368009|2733007854204066935
49,abcnews,instagram,https://www.instagram.com/p/CXvcB96Mr1G/,Pres. Biden will announce a plan today to distribute 500 million free at-home rapid tests to Americans beginning in January. MORE AT LINK IN BIO. #potus #coronavirus #covid19 #omicron,instagram_55734|2733526779333623110
75,CDC,facebook,https://www.facebook.com/100064543430012/posts/312188157609296,New: CDC’s COVID Data Tracker now shows wastewater surveillance data from more than 400 testing sites across the country. Using wastewater surveillance to track levels of the virus that causes COVID-19 can give communities an early warning of increasing COVID-19 cases and help them prepare. See the data and learn more: https://bit.ly/CDTnwss.,facebook_9924|312188157609296
14,who,instagram,https://www.instagram.com/p/COs0th5j_2Y/,"In #India's 🇮🇳 most populous state Uttar Pradesh the state government has initiated house-to-house active case finding of #COVID19 in rural areas to contain transmission by testing people with symptoms for rapid isolation disease management & contact tracing.⁣
⁣
WHO supports the COVID-19 tracing activity by providing:⁣
⁣
✅training⁣
✅micro planning⁣
✅real-time monitoring⁣
✅reporting support⁣
⁣
On the first day of the activity alone WHO field officers monitored over 2000 government teams & visited over 10000 households.",instagram_217451|2570661314515959192
58,ABC News,facebook,https://www.facebook.com/86680728811/posts/10161154056683812,A Philadelphia father of two is speaking out about the ongoing risk of COVID-19 for children after his son and daughter tested positive for the virus. Adam Joseph shared a viral video on Facebook with a warning for parents.,facebook_13878|10161154056683812
30,CDC,facebook,https://www.facebook.com/100064543430012/posts/426141159547328,People who have symptoms have been exposed or are at high risk of COVID-19 can get tested at no cost including people without insurance. Find a free COVID-19 testing provider: https://bit.ly/3cuWQmS.,facebook_9924|426141159547328
45,cnn,instagram,https://www.instagram.com/p/CPTHz2GLSVx/,"Moderna's Covid-19 vaccine is safe and appears to be effective in adolescents the company said Tuesday. In a Phase 2/3 trial of 3732 children ages 12 to 17 in the United States blood tests showed that the vaccine produced an immune response that was equivalent to earlier findings in adults. The company said the vaccine was ""generally well tolerated"" and that no significant safety concerns were identified.⁠
⁠
(📸: Sergio Flores/Getty Images)",instagram_51207|2581441360517997937
49,cnbc,instagram,https://www.instagram.com/p/CY6oBplt0TB/,"President Joe Biden will make 400 million highly protective N95 masks available to Americans for free at pharmacies and community health centers around the U.S. a White House official said.⁠
⁠
The masks will start to become available late next week and the program will be fully up and running by early February according to the official. The White House said the free masks are the largest deployment of personal protective equipment in U.S. history.⁠
⁠
The Biden administration is also distributing free at-home Covid tests to American households. Find out how you can get one at the link in bio.",instagram_97919|2754690157326582977
67,FOX 5 Atlanta,facebook,https://www.facebook.com/43279570822/posts/10158630684340823,"""I pulled up my picture and I said 'This is my mom on a ventilator across the street'"" Lisowski said. ""(I said) 'She was here two weeks ago. You guys diagnosed her with a sinus infection and you did not Covid test her because she is vaccinated - and now she is fighting for her life on a ventilator.'""",facebook_23820|10158630684340823
78,abcnews,instagram,https://www.instagram.com/p/CS20qBBNjIB/,"Civil rights pioneer Jesse Jackson Sr. and his wife have been hospitalized after testing positive for COVID-19.

The 79-year-old and his wife 77-year-old Jacqueline Jackson are both being treated at Northwestern Hospital in Chicago according to a statement from the Rainbow PUSH Coalition.

Live updates at link in bio.",instagram_55734|2645533416857416193
58,ABC News,facebook,https://www.facebook.com/86680728811/posts/10161912420808812,As more infectious COVID-19 variants become dominant in the U.S. there are renewed signs that COVID-19 cases may be back on the rise across parts of the country. Approximately 13.8 million children have tested positive for the virus since the onset of the pandemic.,facebook_13878|10161912420808812
4,CDC,facebook,https://www.facebook.com/100064543430012/posts/315224583972320,🌿🌼 Spring allergy season is coming up. COVID-19 and seasonal allergies share some symptoms but not others. Use this chart to compare the common symptoms of COVID-19 and seasonal allergies so you can tell the difference. If you’re sick talk to your healthcare provider. You may need a COVID-19 test to confirm your diagnosis. For more information visit http://bit.ly/3qEzjRD.,facebook_9924|315224583972320
7,jerrynews,instagram,https://www.instagram.com/p/Ch-zHqhpAs8/,"Data from the Department of Education shows that U.S. elementary students’ reading and math test scores saw historic declines during the first two years of the Covid-19 pandemic.

From 2020 to 2022 9-year-old students scored an average of 5 points lower in reading and 7 points lower in math. This is steepest decline in reading test scores since 1990 and the first ever decline in math scores.",instagram_1181731|2917994435652619068
43,wearebreitbart,instagram,https://www.instagram.com/p/CleLF4wpDw1/,"🔴🔴 Fighting Back 🔴🔴 Protesters pushed to the brink by China’s strict COVID measures in Shanghai called for the removal of the country’s all-powerful leader and clashed with police Sunday as crowds took to the streets in several cities in an astounding challenge to the government.

Police forcibly cleared the demonstrators in China’s financial capital who called for Xi Jinping’s resignation and the end of the Chinese Communist Party’s rule — but hours later people rallied again in the same spot and social media reports indicated protests also spread to at least seven other cities including the capital of Beijing and dozens of university campuses.

Largescale protests are exceedingly rare in China where public expressions of dissent are routinely stifled — but a direct rebuke of Xi the country’s most powerful leader in decades is extraordinary.

Three years after the virus first emerged China is the only major country still trying to stop transmission of COVID-19 — a “zero COVID” policy that regularly sees millions of people confined to their homes for weeks at a time and requires near-constant testing. The measures were originally widely accepted for minimizing deaths while other countries suffered devastating wavs of infections but that consensus has begun to fray in recent weeks.

Then on Friday 10 people died in a fire in an apartment building and many believe their rescue was delayed because of excessive lockdown measures. That sparked a weekend of protests as the Chinese public’s ability to tolerate the harsh measures has apparently reached breaking point. Hundreds of demonstrators gathered late Saturday in Shanghai which experienced a devastating lockdown in the spring in which people struggled to secure groceries and medicines and were forcefully taken into centralized quarantine.",instagram_1509241|2980868786420464693
39,CDC,facebook,https://www.facebook.com/100064543430012/posts/506964788131631,Yes you can get an updated bivalent booster even if you recently had COVID-19. However you may wait to get it until 3 months from when your symptoms started or when you received a positive test. Learn more: https://bit.ly/3u3wsHF.,facebook_9924|506964788131631
45,FOX 5 Atlanta,facebook,https://www.facebook.com/43279570822/posts/10158791943175823,"Suzanne Wooley’s whole family tested positive for COVID-19 in January. The Acworth Georgia mother of three says their experience felt like a ""gut-punch."" Wooley feels the FDA's decision on a vaccine for children under 5 is long overdue.",facebook_23820|10158791943175823
30,CDC,facebook,https://www.facebook.com/100064543430012/posts/310796761081769,Wondering when to use a COVID-19 self-test? • If you have COVID-19 symptoms like a fever or cough test right away. • If you were a close contact of someone with COVID-19 wait at least 5 days to test. • If you are testing before a gathering test right before the gathering or as close to the event as possible. Learn how to interpret your results: https://bit.ly/2XuuySb.,facebook_9924|310796761081769
27,ABC News,facebook,https://www.facebook.com/86680728811/posts/10161123554343812,More than 125 children and adults have tested positive for COVID-19 after attending a church summer camp in Texas officials announced. More than 125 children and adults have tested positive for COVID-19 after attending a church summer camp in Texas officials announced.,facebook_13878|10161123554343812
75,FOX 5 Atlanta,facebook,https://www.facebook.com/43279570822/posts/10158880074085823,Traces of COVID-19 have been found in Atlanta's sewage system following a series of tests by city officials.,facebook_23820|10158880074085823
77,buzzfeednews,instagram,https://www.instagram.com/p/CT2yMryri62/,"Nicki Minaj's claim that a cousin's friend's testicles became swollen after taking the COVID-19 vaccine caused such an uproar that the government of Trinidad and Tobago responded directly to the startling allegation. ""As we stand now there is absolutely no reported such side effect or adverse event of testicular swelling in Trinidad"" Trinidad and Tobago Health Minister Dr. Terrence Deyalsingh said during a televised update on COVID-19. ""Unfortunately we wasted so much time yesterday running down this false claim."" The CDC and several independent studies have found COVID-19 vaccines are safe as well as effective in preventing infection reducing the chances of severe symptoms in breakthrough cases. Other studies have found none of the vaccines have created fertility or sexual problems. Tap the link in our bio for more. (📸: Abaca Press / Sipa USA via AP; YouTube)",instagram_61917|2663537003616677558
43,wearebreitbart,instagram,https://www.instagram.com/p/CX3x8zXrZZZ/,"🛑🛑 When will the communist Chinese regime be held accountable? When will they pay coronavirus reparations? ***Lawmakers: WAKE UP and pay attention to what pro-China extreme Facebook/Instagram is doing to diminish content critical of the Chinese communist dictatorship that’s enslaving Uyghurs in the year 2021. It’s an explosive and stunning Big Tech suppression as pro-China Facebook/Instagram stands on the wrong side of history in order to bag more cash. 🛑🛑 @gop @thedemocrats🛑 The governments of at least 12 countries worldwide have vowed to impose various restrictions on Christmas or New Year’s festivities in an effort to curb Chinese coronavirus transmission over the winter holiday season.

The mandates include limits on the number of people allowed to gather in public or private bans on dancing and alcohol sales and vaccination or testing requirements for public and private get-togethers or domestic travel. Some countries have canceled public celebrations of either Christmas or New Year’s (or both). Read on to learn which governments have ordered a crackdown on merriment and togetherness this yuletide.",instagram_1509241|2735874981256599129
57,AARP,facebook,https://www.facebook.com/57259033959/posts/10160219821008960,We all face stress and even more so during the last two-plus years of the pandemic. It's important to recognize negative emotional physical and behavioral symptoms and find ways to cope. Whether it's meditation exercise getting together with friends or something else entirely — what is your best tip for stress relief?,facebook_8627|10160219821008960
7,CDC,facebook,https://www.facebook.com/100064543430012/posts/338519628309482,Parents: COVID-19 testing in school is critical to keep students safely in class and doing the things they enjoy. CDC encourages regular school-based testing as part of a school’s COVID-19 prevention program. Sign your child up today. More: https://bit.ly/3GN7U8G.,facebook_9924|338519628309482
40,ABC News,facebook,https://www.facebook.com/86680728811/posts/10161593430578812,The Biden administration says people with Medicare will be able to get up to eight free over-the-counter COVID-19 tests per month starting in early spring.,facebook_13878|10161593430578812
62,AARP,facebook,https://www.facebook.com/57259033959/posts/10160807475233960,The White House recently announced that the COVID-19 national and public health emergencies will end on May 11. Find out how the end of pandemic emergency declarations will change how you will pay for and access vaccines and tests going forward. Many Americans could see changes in charges and coverage going forward,facebook_8627|10160807475233960
7,abcnews,instagram,https://www.instagram.com/p/CYlw5Tbu8Ds/,More than 65000 public school staff and students in Los Angeles have tested positive for COVID-19 as the nation's second-largest school district returns to classrooms. MORE AT LINK IN BIO. #CORONAVIRUS #COVID19 #LA #LOSANGELES #SCHOOL #EDUCATION,instagram_55734|2748818191688646892
36,cnnee,instagram,https://www.instagram.com/p/CbJIgI2tXJ6/,"La presentación se basa en dos conjuntos de datos provenientes de Israel. ""Ambos conjuntos de datos mostraron pruebas de que un refuerzo adicional de ARNm aumenta la inmunogenicidad y reduce las tasas de infecciones confirmadas y enfermedades graves"" dice el comunicado. Más de esta noticia en desarrollo en el enlace en nuestro perfil.",instagram_61064|2794802436663243386
33,Survivor Corps,facebook,https://www.facebook.com/groups/669615740453955/permalink/1014983879250471,Here's my search for encouragement from people who unfortunately can understand some. I'm 25 and got covid from a friend who got it from her work. Her job did not take precautions to keep people safe and out of 7 employees 5 got covid the business knew and did not make anyone test and did not shut down to clean. She unknowingly had it and gave it to my family along with hers. Me my dad my gram my husband and at the time my 18month all got it. We all were so ill. My friend and my dad ended up on a ventilator. I stayed 10 days in the hospital. On my 3rd day there I had died. They told me it was six minutes. This was in April. Come May 1st everyone is out of the hospital except my dad. At 25 years old I am told my dad will not make it and I am in charge of what happens to him and his things. We were very very close. He died May22nd 2 weeks shy of his 61st birthday and a few weeks from fathers day. I have permanent lung damage. I have hip issues and now my heart skips beats. A few weeks ago my hair started falling out. Now it's just by handfuls. I have had strangers and friends tell me I should have died instead of my dad which I agree but can't change it. I am just seeking prayers good thoughts and word of encouragement if you can find them yourself. The overwhelming depression I feel is slowly killing me. I write this here because I can and have recieved more help from this Facebook page than actual people I know. I hope all of you suffering can find comfort yourself.,facebook_11150438|1014983879250471
8,cdcgov,instagram,https://www.instagram.com/p/CT-NS4oMdDb/,"Currently all #COVID19 diagnostic tests can detect all variants but they will not tell you which variant you have.

If you test positive for COVID-19 your sample may be sent to CDC or our partners for sequencing. Sequencing is a laboratory technique that analyzes the genetic material of your sample to determine which variant is present. At this time scientists only perform sequencing on samples to monitor the spread of variants and study their genetic code not for individual diagnostic purposes.

Learn more about tracking variants: https://bit.ly/variants-covid19

#CDC #PublicHealth",instagram_1238115|2665626501809033435
55,abcnews,instagram,https://www.instagram.com/p/CmZZ3KoSv4-/,"As the country faces a rise in COVID flu and RSV a testing kit that the FDA authorized in May promises one swab for all three viruses.

The kit is available for use by individuals age 2 and older without the need for a prescription according to the press release. MORE AT LINK IN BIO.",instagram_55734|2997540769139195454
77,cbsnews,instagram,https://www.instagram.com/p/CT44vu3s_zS/,"The White House has offered Nicki Minaj a call with a doctor according to an official after she expressed concerns this week about getting the COVID-19 vaccine. The rapper tweeted on Monday that she wants to do more research before getting vaccinated and claimed that a friend of her cousin's had experienced swollen testicles from it which health officials have refuted. ⁠
⁠
Read more at the link in our bio.",instagram_55733|2664128750336343250
39,11Alive,facebook,https://www.facebook.com/114256800495/posts/10158785694745496,BACK ON THE COURT 🏀 After mysteriously collapsing a 15-year-old basketball player from Covington is back in school and on the court. Doctors said they still don't know what exactly made Payton Hudgins so sick. His family believes there was a purpose to his medical mystery. The doctors didn't know if they could save Payton. He tested positive for COVID-19 and the flu but they couldn't figure out what else was going on. https://www.11alive.com/article/news/local/15-year-old-basketball-player-recovers-medical-mystery/85-5530dfbc-ef00-479c-b8dd-244287c05cb5,facebook_13693|10158785694745496
30,abcnews,instagram,https://www.instagram.com/p/CePpyHQr3iy/,"Millions of Americans traveled for Memorial Day weekend marking a return to normalcy for many and a chance to gather with family and friends.

Though in reality the situation was far from normal -- with confirmed COVID-19 cases nearly six times higher than last Memorial Day according to data from the CDC.

Case totals are likely even higher than those being reported this year with the widespread availability of at-home testing.

More at LINK IN BIO",instagram_55734|2850680852825733298
48,cnn,instagram,https://www.instagram.com/p/CWsyODPlO6-/,"Thanks to a new initiative from Hong Kong's Black Sheep Restaurants group staff will all soon be heading home -- all expenses more or less paid.⁠
⁠
In addition to money for flights and the battery of Covid tests needed they'll also receive extra weeks of unpaid leave to enable them to undergo Hong Kong's notorious hotel quarantine which the company is paying for too.⁠
⁠
Tap the link in our bio for more. ⁠
⁠
(📸 : Courtesy Amt Stott/Black Sheep Restaurants)",instagram_51207|2714765543278440126
12,buzzfeednews,instagram,https://www.instagram.com/p/Cl1lfgqrUja/,"Jenna Ortega opened up about her experience shooting the viral dance scene in Netflix’s “Wednesday” in a new interview with NME where she revealed that she actually had COVID-19 during filming.

“I woke up and — it’s weird I never get sick and when I do it’s not very bad — I had the body aches” Ortega said. “I felt like I’d been hit by a car and that a little goblin had been let loose in my throat and was scratching the walls of my esophagus.”

Netflix confirmed Jenna's story and added in response: “Strict COVID protocols were followed and once the positive test was confirmed production removed Jenna from the set.” But many have criticized the producers and series director Tim Burton for allowing Ortega to work when she felt so unwell. Read more in the link in our bio. (📸: Netflix)",instagram_61917|2987458820930619610
12,COVID-19 Long Haulers Support,facebook,https://www.facebook.com/groups/373920943948661/permalink/659297722077647,A post for “Hope” Last January 2020 I tested positive for Covid. It lasted a little over 2 weeks before I was negative. I went on with business as usual but I felt tired and weak figuring it was obviously due to laying around and sleeping while having Covid. As time past symptoms began to culminate which started with nausea and lower back pain. This commenced my frustrating journey with providers and prescribers. After receiving Rx for nausea which didn’t resolve my GI issues I was referred to a GI specialist. All typical procedures were administered and I left with a Dx of mild reflux and received Rx which didn’t resolve my nausea. Next was numerous visits with a cardiologist with all test scans and blood work ordered with no results to explain why I was having pains and palpitations. I was told to eat healthy and lose some weight. I eventually went to see and eye doctor due to having occasional blurred vision headaches and the brain fog . Nothing significant was found other than needing rx for readers . After having experiencing 12+ symptoms for nearly 8 months  I was able to see a specialist who is conducting research for Covid pts. They are still learning but he did say that he has pts that have reached 85-95% full recovery. He ordered a CT scan of my head with no complications or inflammation detected. During this year long journey many of my symptoms subsided. The only symptoms that have been lingering were GI and nausea issues dull headaches and feeling tired with muscle and joint pain after physical activity. I began over the counter regiment of probiotics after consulting with my PCP. I don’t know if it’s finally running its course or if the probiotics are working but now  my GI issues and nausea are almost gone! I want everyone to know that it’s going to be different for all of you but just know as of today I finally walked into my gym for the first time in a year without feeling all my symptoms. Sure I’m not as strong and my endurance isn’t what it was before this but I finally feel like I’m 95-97% back to feeling like myself again! Do not give up and remember  slow progress is better than no progress! Keep the faith and hope and eventually you will feel your symptoms improve with time! Keep the faith and I’ll continue to pray for all of you for a speedy and full recovery! I sincerely aim for this post to give you all hope and encouragement! 🙌🏼😊🙏🏼🙏🏼,facebook_13487526|659297722077647
51,who,instagram,https://www.instagram.com/p/CjN3wQDphj1/,"Inside an avocado 🥑🥑🥑 farm in the north-western region of Limpopo Province #SouthAfrica 🇿🇦 mobile health services were set up offering: ⁣⁣
⁣
✅ #COVID19 vaccination ⁣⁣
✅ HIV tests ⁣⁣
✅ pap smears ⁣⁣
✅ minor ailments⁣⁣
✅ consultation with a dietician.⁣⁣
⁣
The makeshift tents ⛺️ are arranged in a flow akin to a brick-and-mortar clinic making health services easily accessible to the farm’s thousands of seasonal workers.⁣ These mobile health services are part of the district’s broader strategy to bring COVID-19 vaccination services to the people.",instagram_217451|2940251340076882165
26,cnbc,instagram,https://www.instagram.com/p/CZTL8JHORh3/,"A new study shows that Covid-19 vaccines don’t impair fertility in men or women — but a Covid infection could potentially affect a man’s fertility for up to 60 days.⁠
⁠
New research funded by the NIH tracked data from more than 2100 women and some of their partners in the U.S. and Canada for roughly a year ending in November 2021. It found that getting vaccinated against Covid had no discernible effects on fertility rates in either men or women.⁠
⁠
The study also found that men who tested positive for Covid within 60 days of their partner’s menstrual cycle were 18% less likely to conceive during that cycle compared with men who had not tested positive.⁠
⁠
Find out why Covid infections might affect male fertility at the link in bio. (With @CNBCMakeIt)",instagram_97919|2761603507973331063
75,WebMD,facebook,https://www.facebook.com/11736558481/posts/10159785651288482,COVID-19 cases may surge again in the United States if wastewater testing proves to be a reliable predictor. The CDC is reporting a 37% rise in COVID-19 bacteria in wastewater which could forecast that COVID cases may surge again in the United States.,facebook_15341|10159785651288482
0,Doctor Mike,facebook,https://www.facebook.com/100044421729699/posts/720655259425192,In today’s meme review we cover a wide variety of medical subjects such as the healing power of cats back pain failed operations almond milk corneas in your eyes UTI’s Kim Kardashian neck pain boxing IVF nerves burning calories productivity laziness casts broken legs Inglorious Bastards pregnancy tests COVID-19 test eye strain Shaq WebMD kombucha girl french fries exercise garlic cheese lumbar diabetes Batman emotional support animals Peter Davdison carbs tendies tendons skeletons x-rays Apex Legends fish oil paracetamol headaches cognitive distortions anxiety and pap smears. Send me more memes!,facebook_585271|720655259425192
45,cheddar,instagram,https://www.instagram.com/p/CUC7T8ntOZ7/,"Pfizer says its Covid-19 vaccine made with BioNTech is safe for elementary school-aged kids.⁠
⁠
The companies tested a lower dose — a third of the amount that’s in each shot given to adults and teens— in a trial that included more than 2000 children.⁠
⁠
The companies said Monday that the two-dose shot was found to be safe for the children and produced antibody responses and side effects that were similar to those in a study of younger adults.⁠
⁠
Pfizer plans to seek authorization for this age group soon in the U.S. the UK and Europe.⁠
⁠
🔗 Click the link in our bio for more.",instagram_1389068|2666954784861644411
61,CDC,facebook,https://www.facebook.com/100064543430012/posts/396797939148317,Make sure this summer is a safe one! Check your COVID-19 Community Level when planning activities consider getting tested before you travel and remember that being outdoors is safest. Learn more in this week’s COVID Data Tracker Weekly Review: http://bit.ly/CDTweeklyreview.,facebook_9924|396797939148317
0,COVID-19 Long Haulers Support,facebook,https://www.facebook.com/groups/373920943948661/permalink/805473670793384,I think this is all in my head but I’m not sure. I had covid a year ago but I’ve not been the same since. I’ve been having muscle aches and from what my GP said I have ibs. I also have extreme anxiety and depression. The burning pain in my muscles has not stopped and I’ve been tested for everything. I’m I alone or does anyone else experience this?,facebook_13487526|805473670793384
39,cdcgov,instagram,https://www.instagram.com/p/Cky87GDMpUr/,"Yes you can get an updated bivalent booster even if you recently had #COVID19. However you may wait to get it until 3 months from when your symptoms started or when you received a positive test. To learn more click the link in our bio.

#PublicHealth #Coronavirus #SleeveUp #CDC",instagram_1238115|2968703048126469419
24,CDC,facebook,https://www.facebook.com/100064543430012/posts/344416694386442,A new study published in CDC’s MMWR found that the use of at-home COVID-19 tests rose rapidly during the Omicron surge. At-home test use was lower among adults who were Black ages 75 years or older had lower incomes and had a high school level education or less. Equitable access to COVID-19 testing is important to help limit spread to others and inform when to seek treatment. Learn more: bit.ly/MMWR7113,facebook_9924|344416694386442
0,unbiasedscipod,instagram,https://www.instagram.com/p/CR3wHknDwYc/,"Cognitive dissonance occurs when an individual has conflicting attitudes beliefs or behaviors. This can cause individuals to engage in compensatory behaviors to justify their actions. Individuals that have cognitive dissonance exhibit hypocrisy where they avoid certain behaviors while simultaneously engaging in related activities. 
 
Some avoid vaccination despite engaging in behaviors with similar mechanisms and/or greater potential adverse health effects. Three examples are smoking Botox injections and tattoos. 
 
Smoking is associated with a variety of adverse health outcomes including COPD Coronary Artery Disease and 17 different cancers. Smokers who refuse vaccination exemplify dissonance as smoking has known negative effects on human health whereas vaccination prevents potentially deadly illness. 
 
Botox injections are used for a variety of medical conditions where they can be an important treatment option.

Botox is a toxin from Clostridium botulinum a bacterium that causes Botulism an illness with up to 20% mortality rate. Botox is administered by injection of the toxin the component of the bacterium responsible for the symptoms of Botulism.

While this is similar to receiving a vaccine (in which a weakened or killed microbe is introduced into the body) there’s a key difference: Botox is NOT weakened – it is the actual toxin that is responsible for disease. Knowing this those receiving Botox despite refusing vaccination are exhibiting both cognitive dissonance and hypocrisy as the two procedures both involve injection of a foreign agent and carry the risk for adverse events. 
 
The process of tattooing involves the injection of ink droplets into the dermis of the skin. This process produces an inflammatory immune response in the skin as the ink is treated as a foreign body. Many of the pigments used today are not FDA approved or regulated for safety. Tattoos are another example of a foreign substance being injected into the body producing an immune response and carries a risk for adverse outcomes however unlike vaccines tattoos persist indefinitely whereas vaccine components are cleared rapidly from the body.",instagram_14845281|2627780534172845596
68,Atlanta News First,facebook,https://www.facebook.com/75540426251/posts/10159807626366252,“It’s like a nightmare…I know his heart is never going to be the same.” A 6-year-old boy was put on life support after testing positive for COVID-19. Details: https://bit.ly/3HrUJuI,facebook_23839|10159807626366252
54,cbsnews,instagram,https://www.instagram.com/p/CYnoMluNuCJ/,A labyrinthine line of cars formed Monday for a new free COVID testing site in Orlando Florida.,instagram_55733|2749342884530937993
18,cdcgov,instagram,https://www.instagram.com/p/CXo6PF7sPZ_/,"Do you live with someone at risk for severe #COVID19? Consider asking family and friends to take a COVID-19 self-test at home before getting together. Self-tests can be taken anywhere are easy to use and produce rapid results. Self-tests are available at local pharmacies and retailers. Learn more: https://bit.ly/cdc-selftest.

#CDC #TestToProtect #PublicHealth #Coronavirus",instagram_1238115|2731689297860163199
26,cdcgov,instagram,https://www.instagram.com/p/CX1epDDs1Wg/,"No you should wait to get vaccinated if you have tested positive for #COVID19 in the past 10 days. You can get vaccinated once your isolation period is over which is 10 days from the start of your symptoms or 10 days after your positive test result if you haven’t had symptoms.

Learn more: https://bit.ly/cdc-isolate.

#CDC #PublicHealth #Coronavirus",instagram_1238115|2735227110874633632
54,CDC,facebook,https://www.facebook.com/100064543430012/posts/572631608231615,Looking for a COVID-19 test but sure where to go? The COVID-19 Testing Locator website can help. Search for a no-cost COVID-19 testing site: Testinglocator.cdc.gov,facebook_9924|572631608231615
40,cnn,instagram,https://www.instagram.com/p/CZh0DGTui7k/,"Medicare will start paying for home Covid-19 tests purchased at participating pharmacies and retailers the Centers for Medicare and Medicaid Services told CNN on Wednesday. It anticipates the option will be available in the early spring.⁠
⁠
The Biden administration last month began requiring health insurers to cover the cost of home tests for most Americans with private insurance. However Medicare was not initially included in the directive sparking an outcry from seniors. The 36 million senior citizens and Americans with disabilities in the traditional Medicare program have not been able to get reimbursed.⁠
⁠
“In the weeks ahead we’ll be working diligently on behalf of people with Medicare to set up a process for them to receive free over-the-counter tests through eligible pharmacies and other participating entities” said Dr. Meena Seshamani director of the Center for Medicare which is part of CMS.⁠
⁠
Tap the link in our bio to read more.⁠
⁠
📸: John Tully/Bloomberg/Getty Images",instagram_51207|2765720557532622564
